id,学科,知识点,置信度,问题描述,定义原文,详解原文,修正后定义,验收结果
WL_G1_B5_APLL_020,物理,质谱仪的原理,78,"explanation 有套话（""高考常考""填充句）（""是高考常考的经典装置题""是空泛套话，无实质信息）",质谱仪用电场加速、磁场偏转，据半径分离不同比荷的离子。,质谱仪可用来测量带电粒子的质量与比荷，其工作思路包含两段。离子先在加速电场作用下获得速度，由动能定理二分之一mv方等于qU可得速度；随后垂直射入匀强磁场做匀速圆周，由半径r等于mv比qB可量出轨迹半径。把两式联立即可反求离子的比荷或质量，不同比荷离子会落到底板不同位置从而被分离。你要能把加速段与偏转段的公式连贯运用，是高考常考的经典装置题。,,
WL_G1_B5_DCGY_006,物理,感应电动势与磁通量变化率,78,"explanation 有套话（""高频考点""填充句）（""这正是电磁感应与力学结合题中的高频考点""是空泛套话）",感应电动势大小正比于磁通量的变化率。,你把感应电动势理解成磁通量变化率的反映会更顺手，即E正比于ΔΦ/Δt。在物理图像（Φ-t图）上，曲线的切线斜率就对应磁通量变化率，从而对应感应电动势的大小。你需要会用斜率来分析问题：斜率越大电动势越大，斜率方向（增或减）决定感应电动势的方向。当磁通量很大但斜率为零时，感应电动势为零，例如磁通量达到最大值的瞬间，这正是电磁感应与力学结合题中的高频考点。,,
WL_G1_B6_RX_003,物理,热力学第一定律,78,"typical_errors 用字不规范（""Q與W""混用繁体""與""）（典型错误项混入繁体字，应统一为""与""）",ΔU＝Q＋W表明内能变化等于做功与热量之和。,热力学第一定律指出，外界对系统做的功与系统吸收的热量之和，等于系统内能的增量，即ΔU＝Q＋W。你需要知道，它本质上是能量守恒定律在热现象中的具体体现。当系统对外做功时W取负，放出热量时Q取负，符号的正负必须结合具体过程认真判断。这个定律把做功、传热与内能变化联系起来，是你求解热学过程的基本工具。,,
WL_G1_B6_RX_010,物理,能量守恒定律确立,78,"example 解析空泛（""转化的动能与势能之和""表述含糊）（自由落体示例解析未明确机械能守恒的对应关系）",能量既不会凭空产生也不会消失，只能转化或转移。,能量守恒定律指出，能量既不会凭空产生也不会凭空消失，它只能从一种形式转化为另一种形式，或从一个物体转移到另一个物体，总量保持不变。这是经过迈耶、亥姆霍兹、焦耳等人大量实验确立的普遍规律。你应当认识到它被广泛实证所支持，适用于一切自然过程，并把它作为分析能量问题的总框架，切勿质疑其在转化中是否会有损耗。,,
DL_RJ_G1_B1_DM_004,地理,风沙地貌的类型,80,prerequisites 硬凑：前置引用为喀斯特地貌（流水溶蚀），与本条风沙地貌（风力侵蚀/堆积）不相关（前置知识点引用明显不相关）,风沙地貌分风蚀地貌和风积地貌，风蚀蘑菇和沙丘是典型景观。,风沙地貌你分两类记：风蚀地貌是风力侵蚀形成，包括风蚀蘑菇、风蚀柱、风蚀谷，风蚀蘑菇因近地面风沙大下部侵蚀强而呈上大下小状；风积地貌是风力堆积形成，包括沙丘、沙垄，沙丘在风力作用下移动会掩埋农田村庄。我国风沙地貌主要分布在西北干旱地区。答题常考风蚀与风积地貌类型判断。,,
DL_RJ_G1_B1_DM_005,地理,冰川地貌的类型,80,prerequisites 硬凑：前置引用为喀斯特地貌（流水溶蚀），与冰川地貌（冰川刨蚀/堆积）不相关（前置知识点引用明显不相关）,冰川地貌分冰川侵蚀地貌和冰川堆积地貌，U形谷、冰碛丘陵是典型形态。,冰川地貌你分两类记：冰川侵蚀地貌包括U形谷、角峰、刃脊，是冰川刨蚀山体形成，U形谷是冰川作用的标志性河谷形态；冰川堆积地貌包括冰碛丘陵、冰碛湖，是冰川融化时携带泥沙石块堆积形成。现代冰川主要分布在高山和高纬度地区。答题常考U形谷与V形谷的成因对比。,,
DL_RJ_G1_B1_DM_006,地理,地貌观察的方法,80,prerequisites 硬凑：前置引用为喀斯特地貌，与地貌观察方法无知识承接关系（前置知识点引用明显不相关）,地貌观察按从宏观到微观的顺序，观察内容包括高度、坡度、坡向和形态。,地貌观察你记方法与内容：观察顺序从宏观到微观，先观察大的地貌单元再观察局部地貌；观察内容包括高度（绝对高度和相对高度）、坡度（影响地表物质迁移和利用）、坡向（阳坡阴坡光照差异）、以及地貌形态和组成物质。答题常考地貌观察的排序与坡向对农业的影响。,,
DL_RJ_G1_B1_DM_007,地理,海岸地貌的类型,80,prerequisites 硬凑：前置引用为喀斯特地貌（流水溶蚀），与海岸地貌（海浪侵蚀/堆积）不相关（前置知识点引用明显不相关）,海岸地貌包括海蚀地貌和海积地貌，海蚀崖海蚀柱是侵蚀地貌，沙滩是堆积地貌。,海岸地貌你分两类记：海蚀地貌是海浪侵蚀海岸形成，包括海蚀崖、海蚀柱、海蚀洞穴，海浪不断拍打侵蚀海岸使崖壁后退；海积地貌是海浪搬运泥沙堆积形成，包括沙滩、沙嘴、沙坝。答题常考海蚀柱的形成过程以及沙滩的堆积成因。,,
DL_ZT_G1_B2_GTKF_005,地理,生态保护与修复,80,prerequisites 硬凑：前置引用为海洋国土的开发，与本条陆地生态保护修复（植树造林、治理水土流失）不相关（前置知识点引用明显不相关）,生态保护与修复包括植树造林、退耕还林还草、治理水土流失和荒漠化等。,生态保护与修复你按措施记：生物措施，植树造林、封山育林、退耕还林还草，恢复植被；工程措施，修建梯田、淤地坝等治理水土流失；综合治理，山水林田湖草沙一体化保护修复；建立自然保护区保护生物多样性。答题常考生态修复的具体措施。,,
LS_G1_B1_GM_001,历史,五四运动的爆发与经过,80,explanation 口号“外争主权，内诛国贼”表述不规范，通行表述为“外争主权，内除国贼”（或“内惩国贼”）（口号“内诛国贼”非标准表述，属轻微史实措辞不准）,巴黎和会中国外交失败激起的爱国运动，北京学生率先罢课，后向上海与工人阶层扩展。,五四运动因巴黎和会上列强把德国在山东的权益转给日本、中国外交彻底失败而于1919年爆发。你重点记两条线索：前期以北京学生为主力，高呼“外争主权，内诛国贼”等口号；后期运动重心移到上海，无产阶级以罢工声援的形式登上政治舞台，主力也随之转变。抓住“学生先锋—工人主力”这个递进，你才能理解为什么五四能夺回利权、促成拒签和约并取得阶段性成果。,,
LS_G1_B1_LSJ_002,历史,北宋建立与结束分裂,80,explanation “陈桥兵变由‘杯酒释兵权’联想到……”将陈桥兵变（960年）与杯酒释兵权（961年）两事混述，逻辑混乱（explanation 将两个不同事件混述、逻辑不清）,960年赵匡胤建立北宋，逐步结束五代十国的分裂割据局面，基本实现局部统一。,960年赵匡胤通过“陈桥兵变”黄袍加身建立北宋，定都开封（东京）。你重点记它结束了五代十国的分裂割据，使中原和南方回归统一，但要注意北宋始终没有恢复汉唐时的全盛疆域，北方长期有辽、夏等政权并立，统一并不彻底。陈桥兵变由“杯酒释兵权”联想到宋初统治者对武将的忌惮，为之后重文轻武的政策埋下伏笔。,,
LS_G1_B1_LSJ_013,历史,元朝统一与疆域拓展,80,explanation “结束自唐末以来约四百年分裂割据”年代不准确，唐亡（907年）至元统一（1279年）约三百七十年，非“约四百年”（年代数字不准确，与史实不符）,1279年元朝最终统一全国，结束多个政权并立局面，建立起空前辽阔的疆域。,蒙古先后攻灭西夏、金和南宋，1279年消灭南宋残部，完成全国统一。你记几点：一是元朝由蒙古族建立，是中国历史上首个由少数民族建立的大一统王朝；二是疆域空前辽阔，大致奠定今天中国疆域的基础；三是结束了自唐末以来约四百年分裂割据的局面。答题常考元朝统一的意义，你要从结束分裂、奠定疆域、促进民族交融等角度作答。,,
LS_G1_B1_MQ_008,历史,康雍乾时期疆域的奠定,80,explanation 清朝疆域“北到外兴安岭”不准，外兴安岭在东北方向，正北应接西伯利亚（疆域方位表述不准确）,康雍乾三代对内平叛、对外订约，设府设将军府册封大臣，奠定现代中国版图。,这是本单元的集大成考点，你要理解疆域奠定的结果。康雍乾三代对内平三藩、统一台湾、平定准噶尔和回部，对外通过雅克萨之战划定中俄边界；对不同地区分别用设省、设将军府、册封、派驻大臣、改土归流等方式管理。你能在地理上说清东到海、西到葱岭、北到外兴安岭、南到南海诸岛的大致范围即可。它说明统一多民族国家在清代最终确立，是现代中国版图的直接来源。,,
LS_G1_B2_ZM_002,历史,海地独立革命,80,explanation “1804年海地人民在杜桑·卢维杜尔领导下……宣告独立”不准确，杜桑·卢维杜尔于1803年去世，1804年海地独立时已由其继任者领导（独立时点与领导人对应不准确）,1804年海地推翻法国殖民统治独立，是拉美第一个独立国家。,受美国独立战争和法国大革命影响，拉丁美洲独立运动兴起。1804年海地人民在杜桑·卢维杜尔领导下，推翻法国殖民统治宣告独立，成为拉丁美洲第一个独立国家，也是世界近代史上第一个黑人共和国。你要理解海地独立的意义：它鼓舞了拉丁美洲其他地区的独立运动，是拉美民族解放运动的先声。答题常考海地独立的时间、地位（拉美第一个独立国家）。,,
YW_G1_B2_GDSL_005,语文,《烛之武退秦师》说理艺术,80,explanation 引用表述混乱：“晋‘君尝为晋君赐’却背恩”句式杂糅，易误读为晋所说的话，实应为“晋曾受秦君恩赐却背恩”（解释中引用“君尝为晋君赐”主语错位、表述混乱，学生读来易混淆。）,绕开自身利益，替对方分析利害、层层诱导，最终说动秦伯撤兵。,烛之武劝退秦师，妙在只字不提郑国愿望，全替秦国着想：先说灭郑利晋弊秦，再讲晋“君尝为晋君赐”却背恩，最后点明晋“阙秦以利晋”的野心，层层说透利害、戳中要害，终使秦伯退师。你学它重在体会“以利诱之、以害警之”的劝说术。,,
YW_G1_B2_XS_003,语文,情节的梳理与作用,80,explanation 有语病/笔误：“你这记忆时可用……”表述不通，应为“你记忆时”或“你梳理记忆时”（解释句中有笔误“你这记忆时”，语句不通，影响阅读。）,按开端、发展、高潮、结局梳理情节，析其推动人物与主题的作用。,梳理情节要抓住“开端—发展—高潮—结局”的脉络，理清事件的先后因果。分析作用时看它如何塑造人物、展开矛盾、揭示主题。你这记忆时可用“何人做何事、结果如何”概括每环节，再连成完整故事线索。,,
YY_WY_G1_B1_U5_012,英语,定语从句与主句的衔接,80,example 题干“生活中国的熊猫很可爱”漏字，应为“生活在中国”，题干中文不通顺（example 题干有漏字，不完整）,主句与定语从句连接时保持结构连贯的正确方法。,"你把主句和定语从句连成长句时，要先把先行词找出来放在从句之前，再用关系词把从句与它相接。顺序是先写主句的核心，再顺势引出修饰成分。比如 The panda, which lives in China, is lovely 中先写主句再补充修饰。写长句时保持主句结构完整，从句紧扣先行词才连贯。",,
ZZ_G1_B5_GZZ_004,政治,中国与联合国,80,definition 语句冗余：连续两次出现「安理会常任理事国」，表述不简洁（definition 一句话内重复「安理会常任理事国」造成啰嗦，不够一句话说清。）,中国是联合国安理会常任理事国，是联合国安理会常任理事国中维和行动最大出兵国。,中国与联合国的关系是重要考点。你要掌握：中国是联合国创始会员国和安理会常任理事国；中国一贯维护联合国宪章宗旨和原则，积极参与联合国事务，在维和行动、气候治理、国际援助等方面作出重要贡献。答题常考中国在联合国中的地位和贡献，注意“常任理事国”和维和贡献。,,
SX_A_G1_B2_GL_007,数学,古典概型的概率计算,80,explanation 有笔误：把 事件A含有的样本点数 误写为n，应为m，易与分母总数n混淆（分子分母计数记号 n/m 出现笔误，学生易混淆）,事件A的概率等于A含有的样本点数除以样本空间中样本点的总个数。,古典概型概率就是'满足条件的结果数'除以'总共的结果数'。你先列全样本空间数出总样本点数n，再列出事件A含有的样本点数n、数出m，概率就是m/n。关键在数清楚，用列举、树状图或列表都不容易漏。比如抛两枚骰子，求点数和为7，先列全部36种结果，再找出和为7的6种，概率就是6/36=1/6。分母的样本空间要提前确定好。,,
SX_B_G1_B6_GLTJ_001,数学,条件概率的求法,80,prerequisites 引用不当：把后置条目 GLTJ_003（相互独立事件乘法公式）列为前置，依赖方向颠倒（前置指向前置更靠后的知识点，且概念上应反向依赖）,条件概率是事件A在事件B已发生条件下的概率，用交事件概率比事件概率求。,条件概率刻画'已知一个信息后再推断'的概率。公式P(A|B)等于P(A且B)除以P(B)，分母是已知条件B的概率，分子是两者同时发生的概率。最容易犯的错是分子用了P(A)而把条件概率与普通概率混为一谈。求条件概率前先想清楚'条件'是谁；如果事件能拆，用公式，有时数古典概型里的样本点更快。,,
WL_G1_B1_XHZL_002,物理,力的图示与示意图,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",力的图示严格按比例画线段，示意图只需定性表示方向。,画力的图示时，你要先定一个标度，用一段固定长度的线段代表多少个牛，然后按这个比例画出力，线段的长短必须和力的大小严格对应，前端还要画出箭头表示方向。而力的示意图只要画得方向对、大致样子对就行，不用严格按比例，画受力分析的草图一般用示意图就够了。要注意，箭头不能乱画，方向要沿着力的实际方向，作用点画在受力物体上。区分这两种画法，是按比例精确画与定性画的差别。,,
WL_G1_B1_XHZL_003,物理,重力大小与方向,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",重力G=mg，方向竖直向下，施力物体是地球。,重力是地球吸引物体产生的力，它的大小用公式G=mg算，g在地球上某处近似恒定，所以重力大小只看物体质量，跟物体是运动还是静止、放在哪都没关系。方向是竖直向下，注意是竖直向下而不是垂直于接触面向下，也别把它和指向地心混为一谈，只有在地球赤道和两极才严格指向地心。重力始终由地球施加，没有别的物体能给你重力，这一点判断受力时别写错施力物体。,,
WL_G1_B1_XHZL_005,物理,弹力产生条件,80,explanation 术语错乱：'难点判断法'应为'假设法'（解释把假设法误写成'难点判断法'，学生难懂）,弹力产生需接触且发生弹性形变，且物体要相互挤压。,两个物体只要接触并不一定有弹力，还必须发生弹性形变才产生弹力。你判断有没有弹力时，关键要看这两个物体之间有没有相互挤压或者拉伸的趋势。有时候两个物体表面只是轻轻挨着，没有挤压，这时就没有弹力。用难点判断法可以想：假设把接触的物体移走，如果另一个物体还能保持原状不塌下来，就说明原本没有弹力；如果它会动，就说明原本有弹力。轻绳传来拉伸，桌面受压弯曲，这些都是形变产生弹力的例子。,,
WL_G1_B1_XHZL_012,物理,摩擦方向与运动判断,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",判断摩擦力方向要看相对运动或相对运动趋势，而非绝对运动。,你要搞清楚一个关键点：摩擦力方向判断依据是相对运动和相对运动趋势，不是物体相对地面的绝对运动。两个物体可能一个在加速一个在减速，但它们之间相对静止没有滑动趋势，摩擦力方向得由趋势判断。比如传送带上的物体相对传送带向后滑就有向前的摩擦力。判断趋势的方法是想如果不受摩擦力，物体朝哪个方向滑，摩擦力就往那个方向阻碍。先判断相对运动，再定摩擦方向，这样才不会答错。,,
WL_G1_B1_XHZL_018,物理,正交分解法,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",把力沿互相垂直的两坐标轴分解，再按分量合成。,正交分解法就是选两个互相垂直的方向作为坐标轴，把所有力都分解到这两个方向上，沿x轴和y轴的各分力各自用代数方法相加。经过这样处理，原来斜向的很多力都变成沿轴方向的分量，处理起来很方便。你先选坐标轴，常见做法是让物体较多的力落在轴上，或让加速度方向取为x轴；然后把每个力分别求x和y分量，用了三角函数。两轴方向上分别求和，最后用勾股求出合力。注意角度取的是与轴的夹角。,,
WL_G1_B1_XHZL_023,物理,摩擦角与临界问题,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",临界时摩擦达最大或静止到滑动转化，摩擦角是合力方向特征。,临界问题往往出现在物体刚要滑动或恰好运动、恰好静止的瞬间，此时静摩擦力达到最大静摩擦力，分析这类问题要抓住这个转化条件。摩擦角指的是当静摩擦力达到最大时，摩擦力和正压力合成的方向与斜面法线形成的夹角，它只由动摩擦因数决定，与外力大小无关。处理临界问题时，你设临界状态的条件列方程，比如刚滑动物体，沿斜面方向合力刚好为零，就能解出临界角度或临界拉力，再比较判断实际处于哪个状态。,,
WL_G1_B1_YDMS_001,物理,质点的概念与适用条件,80,keywords 跑题：'参照系'与本条'质点'知识点无关（关键词中'参照系'偏离质点主题）,忽略物体的大小和形状，把物体看成一个有质量的点，这样的点称为质点。,质点是一种理想化的物理模型。判断一个物体能否视为质点，不是看它本身多小或多轻，而是看研究的问题中大小和形状是否为次要因素。比如研究地球绕太阳公转时，地球的尺寸相比日地距离小得多，可看成质点；但研究地球自转时，自转与地球的形状直接相关，就不能看成质点。你判断时先问自己：物体的形状和大小对研究的问题有没有影响，没有影响才能当成质点。,,
WL_G1_B2_PTYD_008,物理,抛体运动的概念与分类,80,example 解析有错别字：'大手恒定'应为'大小恒定'（例子解析中'大手恒定'为错别字）,以一定初速度将物体抛出，物体只在重力作用下的运动称为抛体运动。,抛体运动是指物体仅在重力作用下、具有初速度并抛出后的运动，它忽略空气阻力，合力恒为重力。根据初速度的方向，抛体运动分为平抛运动（初速度水平）和斜抛运动（初速度斜向上或斜向下）等。你判断是否为抛体运动，先看是否只受重力，再看是否有初速度。凡是做抛体运动，加速度都是重力加速度 g，方向竖直向下，大小恒定。,,
WL_G1_B2_WYYL_003,物理,开普勒第三定律,80,example 解析有错别字：'半长轴一方比T方'应为'半长轴三次方比T平方'（例子解析把'三次方'误写成'一方'）,行星轨道半长轴的三次方与其公转周期的二次方之比为常量。,开普勒第三定律又叫周期定律：行星轨道半长轴a的三次方除以公转周期T的平方，这个比值恒定，即a的三次方比上T的平方等于常量k。这里的k只与中心天体（如太阳）有关，与行星自身的质量无关。因此不同行星虽然轨道大小、周期各不相同，但a立方比T方的数值却相同。你解题时常用它比较两颗行星的轨道半长轴与周期，或反过来求未知行星的轨道半径与周期。,,
WL_G1_B3_DCGS_003,物理,磁通量Φ=BS,80,example 题干有错别字：'求Φ钢'应为'求Φ'，多出'钢'字（例子题干中'Φ钢'含多余字符）,磁通量表示穿过某一面积的磁感线条数，公式为Φ＝BS。,磁通量Φ＝BS表示穿过某一面积S的磁感线条数，是标量但可以有正负。当你让平面与磁场平行时磁通量为零，垂直时磁通量最大。你要理解磁通量只与B、S及它们之间的夹角有关，并且计算时要用有效面积，也就是垂直于磁感线的投影面积。当磁场与平面不垂直时，你应先求出B在垂直方向上的分量再与S相乘。,,
WL_G1_B3_DLJY_007,物理,伏安特性曲线与线性非线性,80,example 题干表述混乱：'元件中央是什么'语义不通（例子题干中'元件中央'疑似错别字）,伏安特性曲线反映元件电流电压关系，线性元件为过原点直线，非线性元件为曲线。,伏安特性图你分两类元件记：线性元件如定值电阻，伏安特性为过原点的直线，斜率为电流电压之比，电阻恒定；非线性元件如小灯泡、二极管，伏安特性为曲线，其上各点斜率不同说明电阻随电压变化。由曲线求某电压下电阻，应用该点电压除以对应电流，而非取切线斜率求微变电阻。答题常考从图像读取数据并区分两种元件的电阻特性。,,
WL_G1_B3_DNNL_002,物理,电功率及其计算,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",电功率P=UI，等于电功与通电时间之比。,电功率表示电流做功的快慢，数值上等于电功除以通电时间，公式P=W/t，变形得到P=UI。你要区分功率和功，功率是单位时间做的功，单位是瓦特，而功是总数值，单位是焦耳。计算用电器额定功率时，把额定电压和额定电流相乘即可。它也是电能表转速、灯泡亮度这些现象背后的本质，功率越大说明能量转化越快，灯的亮度通常就越亮。,,
WL_G1_B3_DNNL_003,物理,焦耳定律与焦耳热,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",电流通过电阻产生的焦耳热Q=I2Rt，与时间成正比。,电流通过有电阻的导体时，电能转化为内能，产生的热量满足焦耳定律Q=I2Rt。你要记得它只跟电流的平方、电阻和通电时间有关，这决定了同样电阻下电流加倍热量会变为四倍。凡是有电阻的地方，无论是纯电阻还是非纯电阻电路，电流产生的热量都统一按这个公式算，它是后面区分电功与电热的根本依据，也是计算电炉、电热毯发热多少的核心工具。,,
WL_G1_B3_DNNL_007,物理,串并联电功率分配,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",串联按电阻正比分功率，并联按电阻反比分功率。,你要求各用电器的功率分配时，串联电路电流处处相等，用电功率公式变式P=I2R，功率与电阻成正比，电阻大的功率大；并联电路电压相等，用P=U2/R，功率与电阻成反比，电阻小的功率大。这就是串并联功率分配规律。快速判断同一电阻在不同接法下发热多少，也是看电流或电压谁大。常考与电热结合，让灯泡串联却很暗、并联突然变亮，利用分配规律就能解释。,,
WL_G1_B3_DNNL_008,物理,电动势的概念理解,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",电动势指非静电力把单位正电荷从负极移动到正极做功。,电动势是描述电源把其他形式能转化为电能本领的物理量，数值上等于非静电力把单位正电荷经电源内部从负极移到正极所做的功，公式表达为E=W非/q。你要分清电动势与电压：电动势属于电源非静电力做功的本领，而路端电压是外电路两端的电势差，二者物理意义不同。同一个电源电动势恒定，由电源本身决定，与是否接通电路、外电阻多大都没有关系，这是必须死记的性质。,,
WL_G1_B3_DNNL_009,物理,电源内阻与内电路,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",电源电阻称为内阻，电流经内阻也要分压并产生热。,电源本身也存在阻碍电流的电阻，叫做内阻，常记为r。你要理解，电流通过内阻时会在电源内部造成电压降落，这部分电压叫内电压，同时内阻上也会产生焦耳热，这就是内耗功率的来源。任何闭合回路都由内电路和外电路两部分组成，内电阻和外电阻串联在一起，共同决定回路电流。分析电路时不要只顾外电路，内阻带来的分压和发热往往正是很多题目设置的陷阱点。,,
WL_G1_B3_DNNL_010,物理,闭合电路欧姆定律,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",I=E/(R+r)，闭合电路电流由电动势除以外内阻之和决定。,闭合电路中，回路电流等于电动势与总电阻之比，公式I=E/(R+r)，这是本章最核心的公式之一。你要明白R是外电路总电阻、r是内阻，二者相加才是总电阻。电动势和转速固定的电源是常量，因此外电阻越大回路电流反而越小。由它可以派生出路端电压与电流的关系，见证整个电路的定量计算。做题时先识别内外电阻，再套这个式子求电流，是解决所有闭合电路问题的第一步。,,
WL_G1_B3_DNNL_011,物理,路端电压与电流关系,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",U=E-Ir，路端电压随外电阻增大而升高。,路端电压是外电路两端的电压，等于电动势减去内电压，公式U=E-Ir。你要抓住它的变化逻辑：外电阻增大时，回路电流I减小，内电压Ir也减小，所以路端电压U反而增大；外电阻减小时路端电压降低。当外电路断开即电流为零时，路端电压等于电动势；当外电路短路电流最大时，路端电压近似为零。掌握这种随电流单调变化的关系，是看懂动态分析的基础，也常用来从伏安图判断电动势和内阻。,,
WL_G1_B3_DNNL_012,物理,电源的总功率,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",总功率P总=EI，等于电源把其他能转化的总功率。,电源的总功率是指电源非静电力做功的功率，等于电动势乘以电流，公式P总=EI。这部分功率来自电源储存的非电能转化而来，一部分消耗在内阻上变成内耗，一部分供给外电路变成输出功率。你要记住总功率始终等于内外两块之和，这个关系对任何电路都成立。做题时总功率用EI来算，再分别算出内耗和外耗，就能检验计算是否一致，是能量守恒思想在电路中的直接应用。,,
WL_G1_B3_DNNL_013,物理,电源的内耗功率,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",内耗功率P内=I2r，由内阻发热产生，随电流增大而增大。,电流通过电源内阻时产生焦耳热，这部分功率叫内耗功率，公式P内=I2r。你要明白，回路电流越大，内阻上的发热就越严重，内耗功率增长很快，因为它是和分析总功率时的对应项。它等于总功率减去输出功率，是能量在电源内部损耗的部分。评估电源发热、考虑电池过热问题时都要用到它。计算时用I2r最直接，千万不要误用U2/r去代内阻发热，因为它不满足等效关系。,,
WL_G1_B3_DNNL_014,物理,电源的输出功率,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",输出功率P出=UI，等于路端电压与电流的乘积。,电源输出给外电路的功率叫输出功率，等于路端电压乘以回路电流，即P出=UI，也就是外电路实际获得的功率。你要清楚它等于总功率减去内耗功率，即P出=P总-P内=EI-I2r。外电路上可以是纯电阻也可以是含电动机的用电器，无论哪种，外电路得到的功率都用这个公式衡量。判断某用电器实际功率是否达标，就看它从电源拿到的这部分输出功率，它是衡量电源带负载能力的关键指标。,,
WL_G1_B3_DNNL_015,物理,电源的效率计算,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",效率η=P出/P总，可写成η=R/(R+r)用于纯电阻。,电源效率指输出功率占总功率的百分比，η=P出/P总。对于纯电阻外电路，路端电压U=IR、电动势E=I(R+r)，代入可化简出η=R/(R+r)。你要注意，外电阻越大效率越高，因为内阻上损耗的比例减小，尤其在外电阻远大于内阻时效率接近百分之百。可惜效率高时并不对应输出功率最大，二者同时变化好方向相反，这是常被忽略的地方。分清楚何时看效率、何时看输出功率，才能答对它问的是什么。,,
WL_G1_B3_DNNL_016,物理,输出功率最大条件,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",外电阻等于内阻时输出功率最大，最大值为E2/(4r)。,纯电阻电路中，当外电阻R等于内阻r时，电源的输出功率达到最大值，最大值为Pmax=E2/4r，此时效率只有百分之五十。你要掌握这个结论的由来，可由P出=E2R/(R+r)2分子分母同除以R整理，再利用均值不等式发现R=r时取等，所以它是重要的边界条件。这一结论常用于讨论滑动变阻器取何值时电源输出最大，或讨论某用电器功率变化趋势，是电功率问题的经典命题切入点。,,
WL_G1_B3_DNNL_017,物理,滑动变阻器动态分析,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",用并同串反等方法分析变阻器变化引起的电流电压变化。,当滑动变阻器阻值改变时，整个闭合电路的电流和电压都要跟着变，这就是动态分析。你要掌握口诀“串反并同”，即与变阻器串联的元件，其电流、电压、功率变化方向与变阻器相反；与变阻器并联的元件，变化方向则相同。遇到这类题先判断变阻器阻值是变大还是变小，再确定各处是串联还是并联参照物，就能快速判断电流表、电压表读数以及灯泡亮度的增减。遵循先整体后局部的分析顺序不易出错。,,
WL_G1_B3_DNNL_019,物理,欧姆调零与倍率选择,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",测前选择合适倍率并调零，使指针落在表盘中央区再读数。,使用欧姆挡测量前，你要先选择合理倍率，插入红黑表笔，短接两表笔调节调零旋钮，让指针指到欧姆零刻度，这就是欧姆调零。选倍率的目的是让指针尽量落在刻度盘的中央附近，因为那里刻度稀疏精确度最高，中央刻度约等于该倍率下的中值电阻。读数时用示数乘以所选倍率。换一个新倍率后必须重新调零，否则电流基准变化会导致读数明显偏差，这是最易被忽略却必考的细节。,,
WL_G1_B3_DNNL_020,物理,多用电表测电动势,80,"example 含'解析完毕'残留（example 末尾残留生成时的""解析完毕""字样，属未清理的生成痕迹。）",用电压挡或图像法测电源路端电压变化以推得电动势。,测量电源电动势常用两种方法。一是直接用电压表挡接在电源两端，若外电阻远大于内阻，读数接近电动势，但严格说来并不精确等于电动势。更精确的办法是用电压表测不同外电阻下的路端电压，绘出U-I图像，纵轴截距即电动势、斜率的绝对值即内阻。你要抓住U-I关系U=E-Ir这条直线方程，从图像几个关键点反推E和r，是多用电表和图像结合实验题的考查重点。,,
